chr1	623415	623465
chr1	881333	881383
chr1	962652	962702
chr1	995163	995213
chr1	1020216	1020371
chr1	1041220	1041357
chr1	1041220	1041357
chr1	1041477	1041608
chr1	1043843	1043882
chr1	1047782	1047867
chr1	1051450	1051623
chr1	1051450	1051623
chr1	1055022	1055049
chr1	1195588	1195638
chr1	1242855	1242905
chr1	1283405	1283455
chr1	1335334	1335374
chr1	1336183	1336276
chr1	1349057	1349157
chr1	1386705	1386798
chr1	1459080	1459130
chr1	1541690	1541774
chr1	1561194	1561244
chr1	1655718	1655768
chr1	1709620	1709670
chr1	1761078	1761128
chr1	1918545	1918595
chr1	2042008	2042058
chr1	2124652	2124702
chr1	2184583	2184633
chr1	2224883	2224933
chr1	2228707	2228832
chr1	2304356	2304469
chr1	2304356	2304469
chr1	2307947	2307995
chr1	2309481	2309537
chr1	2326916	2326966
chr1	2445771	2445821
chr1	2614714	2614764
chr1	3109881	3109931
chr1	3318581	3318631
chr1	3428483	3428533
chr1	3479583	3479633
chr1	3613333	3613383
chr1	3653697	3653747
chr1	3780376	3780436
chr1	3823535	3823585
chr1	5934520	5934570
chr1	6062575	6062625
chr1	6196802	6196852
chr1	6336328	6336378
chr1	6424856	6425003
chr1	6425003	6425177
chr1	6425181	6425248
chr1	6448993	6449094
chr1	6448993	6449094
chr1	6531151	6531201
chr1	6599073	6599195
chr1	6599195	6599289
chr1	6599290	6599336
chr1	6601925	6602006
chr1	6601925	6602006
chr1	6602032	6602073
chr1	6602073	6602125
chr1	6602125	6602239
chr1	6602260	6602339
chr1	6602260	6602339
chr1	6602339	6602381
chr1	6602562	6602629
chr1	6602645	6602724
chr1	6602738	6602817
chr1	6602738	6602817
chr1	6622354	6622391
chr1	6683094	6683144
chr1	6891733	6891783
chr1	7161283	7161333
chr1	7549383	7549433
chr1	7840628	7840678
chr1	8044850	8044900
chr1	8414056	8414106
chr1	8479856	8479906
chr1	8597806	8597856
chr1	8682956	8683006
chr1	8805006	8805056
chr1	8863275	8863302
chr1	8865336	8865367
chr1	8865367	8865382
chr1	8865382	8865401
chr1	8865382	8865401
chr1	8867119	8867136
chr1	8867136	8867153
chr1	8928210	8928260
chr1	9353438	9353488
chr1	9665381	9665431
chr1	9730022	9730083
chr1	9797583	9797633
chr1	9909383	9909433
chr1	10093139	10093189
chr1	10130533	10130589
chr1	10168135	10168270
chr1	10168135	10168270
chr1	10209239	10209289
chr1	10366462	10366512
chr1	10434962	10435012
chr1	10608394	10608444
chr1	10772810	10772860
chr1	11066645	11066703
chr1	11107326	11107379
chr1	11122043	11122098
chr1	11157151	11157195
chr1	11205104	11205154
chr1	11212374	11212459
chr1	11240330	11240430
chr1	11240330	11240430
chr1	11247626	11247665
chr1	11247894	11247952
chr1	11714681	11714731
chr1	11795097	11795148
chr1	11795148	11795254
chr1	11795148	11795254
chr1	11861429	11861479
chr1	11999161	11999211
chr1	12005744	12005805
chr1	12069887	12069937
chr1	12261036	12261078
chr1	12261078	12261124
chr1	12276410	12276450
chr1	12276410	12276450
chr1	12276639	12276760
chr1	12277743	12277806
chr1	12277938	12277982
chr1	12293600	12293694
chr1	12293600	12293694
chr1	12314167	12314243
chr1	12321723	12321773
chr1	12363084	12363179
chr1	12373747	12373835
chr1	12418273	12418323
chr1	12554223	12554273
chr1	12677638	12677688
chr1	13839914	13839964
chr1	14960349	14960399
