chr1	20662	20712
chr1	90244	90294
chr1	111394	111444
chr1	131924	131974
chr1	138750	138800
chr1	160495	160545
chr1	237664	237714
chr1	253764	253814
chr1	327545	327595
chr1	335269	335319
chr1	362419	362469
chr1	383319	383369
chr1	416969	417019
chr1	439019	439069
chr1	528558	528608
chr1	557815	557865
chr1	566903	566953
chr1	569115	569165
chr1	582065	582115
chr1	623415	623465
chr1	639465	639515
chr1	658665	658715
chr1	678742	678792
chr1	708936	708986
chr1	723399	723449
chr1	741408	741458
chr1	748488	748538
chr1	766237	766287
chr1	776587	776637
chr1	784687	784737
chr1	792987	793037
chr1	810100	810150
chr1	843013	843063
chr1	846513	846563
chr1	849464	849514
chr1	861059	861109
chr1	865559	865609
chr1	873409	873459
chr1	879809	879859
chr1	881333	881383
chr1	882933	882983
chr1	884083	884133
chr1	886833	886883
chr1	888633	888683
chr1	890683	890733
chr1	892233	892283
chr1	896066	896116
chr1	897416	897466
chr1	898416	898466
chr1	899516	899566
chr1	902226	902276
chr1	911028	911078
chr1	931495	931545
chr1	934841	934891
chr1	955652	955702
chr1	957052	957102
chr1	958302	958352
chr1	959602	959652
chr1	961202	961252
chr1	962652	962702
chr1	964552	964602
chr1	967702	967752
chr1	969852	969902
chr1	971402	971452
chr1	972552	972602
chr1	974102	974152
chr1	975702	975752
chr1	977052	977102
chr1	978352	978402
chr1	979552	979602
chr1	980952	981002
chr1	982052	982102
chr1	983202	983252
chr1	984902	984952
chr1	986002	986052
chr1	987302	987352
chr1	989202	989252
chr1	990252	990302
chr1	990962	991012
chr1	995163	995213
chr1	998263	998313
chr1	999613	999663
chr1	1003113	1003163
chr1	1017997	1018047
chr1	1019497	1019547
chr1	1020216	1020371
chr1	1022747	1022797
chr1	1024647	1024697
chr1	1025997	1026047
chr1	1028447	1028497
chr1	1041220	1041357
chr1	1041477	1041608
chr1	1043843	1043882
chr1	1046447	1046497
chr1	1047782	1047867
chr1	1050397	1050447
chr1	1051450	1051623
chr1	1054979	1055022
chr1	1055022	1055049
chr1	1074046	1074096
chr1	1076946	1076996
chr1	1104986	1105036
chr1	1115563	1115613
chr1	1152337	1152387
chr1	1153787	1153837
chr1	1154887	1154937
chr1	1156037	1156087
chr1	1158137	1158187
chr1	1161337	1161387
chr1	1163437	1163487
chr1	1166337	1166387
chr1	1169678	1169728
chr1	1180075	1180125
chr1	1189338	1189388
chr1	1190488	1190538
chr1	1191688	1191738
chr1	1193088	1193138
chr1	1195588	1195638
chr1	1197638	1197688
chr1	1198988	1199038
chr1	1202788	1202838
chr1	1203888	1203938
chr1	1206188	1206238
chr1	1207888	1207938
chr1	1209138	1209188
chr1	1219765	1219815
chr1	1222265	1222315
chr1	1228655	1228705
chr1	1230055	1230105
chr1	1231305	1231355
chr1	1233455	1233505
chr1	1234705	1234755
chr1	1235855	1235905
chr1	1238255	1238305
chr1	1239305	1239355
chr1	1240405	1240455
chr1	1241505	1241555
chr1	1242855	1242905
chr1	1245246	1245296
chr1	1247364	1247414
chr1	1248464	1248514
chr1	1249614	1249664
chr1	1250614	1250664
chr1	1254464	1254514
chr1	1256064	1256114
chr1	1257314	1257364
chr1	1259164	1259214
chr1	1263185	1263235
chr1	1271005	1271055
chr1	1272105	1272155
chr1	1273505	1273555
chr1	1274655	1274705
chr1	1275855	1275905
chr1	1277705	1277755
chr1	1278905	1278955
chr1	1280505	1280555
chr1	1282105	1282155
chr1	1283405	1283455
chr1	1288318	1288368
chr1	1289668	1289718
chr1	1291668	1291718
chr1	1309359	1309409
chr1	1310509	1310559
chr1	1322890	1322940
chr1	1325790	1325840
chr1	1326890	1326940
chr1	1328040	1328090
chr1	1329540	1329590
chr1	1333490	1333540
chr1	1334640	1334690
chr1	1335299	1335334
chr1	1335334	1335374
chr1	1335374	1335492
chr1	1336183	1336276
chr1	1336551	1336601
chr1	1337787	1337837
chr1	1342187	1342237
chr1	1349057	1349157
chr1	1355349	1355399
chr1	1356949	1356999
chr1	1366768	1366818
chr1	1368818	1368868
chr1	1371340	1371390
chr1	1372790	1372840
chr1	1375040	1375090
chr1	1377640	1377690
chr1	1386705	1386798
chr1	1386798	1386835
chr1	1407342	1407392
chr1	1412642	1412692
chr1	1416192	1416242
chr1	1419392	1419442
chr1	1421942	1421992
chr1	1424942	1424992
chr1	1426042	1426092
chr1	1430242	1430292
chr1	1431742	1431792
chr1	1451130	1451180
chr1	1455680	1455730
chr1	1459080	1459130
chr1	1462880	1462930
chr1	1464580	1464630
chr1	1469280	1469330
chr1	1474003	1474053
chr1	1477802	1477852
chr1	1479552	1479602
chr1	1481852	1481902
chr1	1485952	1486002
chr1	1487352	1487402
chr1	1489802	1489852
chr1	1492852	1492902
chr1	1497002	1497052
chr1	1497975	1498025
chr1	1498502	1498552
chr1	1499702	1499752
chr1	1501752	1501802
chr1	1507052	1507102
chr1	1533541	1533591
chr1	1541690	1541774
chr1	1541934	1542020
chr1	1542020	1542075
chr1	1551494	1551544
chr1	1552744	1552794
chr1	1554444	1554494
chr1	1556494	1556544
chr1	1558494	1558544
chr1	1559894	1559944
chr1	1561194	1561244
chr1	1562244	1562294
chr1	1563844	1563894
chr1	1565644	1565694
chr1	1572452	1572502
chr1	1577402	1577452
chr1	1586602	1586652
chr1	1593938	1593988
chr1	1596788	1596838
chr1	1601438	1601488
chr1	1603438	1603488
chr1	1607438	1607488
chr1	1610788	1610838
chr1	1617138	1617188
chr1	1635568	1635618
chr1	1636268	1636318
chr1	1639068	1639118
chr1	1647768	1647818
chr1	1649418	1649468
chr1	1650774	1650824
chr1	1655718	1655768
chr1	1659724	1659774
chr1	1661126	1661176
chr1	1662857	1662928
chr1	1663026	1663076
chr1	1665224	1665274
chr1	1668626	1668676
chr1	1677126	1677176
chr1	1684670	1684720
chr1	1686070	1686120
chr1	1687520	1687570
chr1	1688920	1688970
chr1	1690220	1690270
chr1	1691570	1691620
chr1	1693470	1693520
chr1	1700220	1700270
chr1	1709620	1709670
chr1	1717478	1717528
chr1	1718778	1718828
chr1	1721878	1721928
chr1	1725178	1725228
chr1	1729478	1729528
chr1	1737928	1737978
chr1	1745678	1745728
chr1	1749278	1749328
chr1	1752163	1752216
chr1	1752216	1752296
chr1	1755178	1755228
chr1	1761078	1761128
chr1	1770628	1770678
chr1	1784478	1784528
chr1	1785331	1785388
chr1	1789428	1789478
chr1	1794878	1794928
chr1	1800878	1800928
chr1	1804128	1804178
chr1	1809678	1809728
chr1	1812728	1812778
chr1	1817878	1817928
chr1	1820628	1820678
chr1	1822278	1822328
chr1	1854795	1854845
chr1	1878845	1878895
chr1	1905195	1905245
chr1	1918545	1918595
chr1	1954079	1954129
chr1	1982208	1982258
chr1	1985608	1985658
chr1	1991258	1991308
chr1	1993108	1993158
chr1	1999708	1999758
chr1	2001258	2001308
chr1	2002958	2003008
chr1	2005558	2005608
chr1	2007558	2007608
chr1	2011758	2011808
chr1	2014358	2014408
chr1	2019408	2019458
chr1	2023708	2023758
chr1	2025308	2025358
chr1	2027708	2027758
chr1	2030608	2030658
chr1	2033208	2033258
chr1	2038558	2038608
chr1	2042008	2042058
chr1	2044508	2044558
chr1	2057008	2057058
chr1	2060258	2060308
chr1	2065558	2065608
chr1	2067808	2067858
chr1	2073672	2073722
chr1	2076808	2076858
chr1	2082408	2082458
chr1	2090208	2090258
chr1	2094408	2094458
chr1	2099408	2099458
chr1	2103608	2103658
chr1	2106658	2106708
chr1	2109158	2109208
chr1	2112158	2112208
chr1	2113508	2113558
chr1	2116108	2116158
chr1	2119752	2119802
chr1	2122302	2122352
chr1	2124652	2124702
chr1	2126002	2126052
chr1	2134452	2134502
chr1	2143902	2143952
chr1	2146011	2146061
chr1	2160833	2160883
chr1	2162033	2162083
chr1	2163283	2163333
chr1	2164683	2164733
chr1	2165733	2165783
chr1	2167183	2167233
chr1	2168883	2168933
chr1	2170033	2170083
chr1	2171333	2171383
chr1	2172533	2172583
chr1	2174833	2174883
chr1	2178783	2178833
chr1	2179983	2180033
chr1	2181133	2181183
chr1	2183033	2183083
chr1	2184583	2184633
chr1	2185833	2185883
chr1	2187083	2187133
chr1	2189933	2189983
chr1	2196683	2196733
chr1	2199233	2199283
chr1	2201033	2201083
chr1	2202433	2202483
chr1	2203783	2203833
chr1	2205033	2205083
chr1	2206133	2206183
chr1	2207583	2207633
chr1	2209733	2209783
chr1	2211033	2211083
chr1	2214533	2214583
chr1	2215933	2215983
chr1	2218483	2218533
chr1	2220483	2220533
chr1	2222083	2222133
chr1	2223583	2223633
chr1	2224883	2224933
chr1	2226233	2226283
chr1	2228707	2228832
chr1	2229183	2229233
chr1	2230433	2230483
chr1	2231733	2231783
chr1	2232983	2233033
chr1	2234333	2234383
chr1	2235983	2236033
chr1	2237683	2237733
chr1	2239383	2239433
chr1	2240983	2241033
chr1	2260841	2260891
chr1	2271391	2271441
chr1	2282141	2282191
chr1	2290741	2290791
chr1	2304356	2304469
chr1	2307898	2307947
chr1	2307947	2307995
chr1	2308457	2308502
chr1	2309423	2309463
chr1	2309463	2309481
chr1	2309481	2309537
chr1	2309537	2309576
chr1	2310074	2310109
chr1	2312391	2312441
chr1	2315791	2315841
chr1	2319291	2319341
chr1	2323666	2323716
chr1	2325316	2325366
chr1	2326916	2326966
chr1	2328366	2328416
