chr1	335269	335319
chr1	623415	623465
chr1	784687	784737
chr1	881333	881383
chr1	899516	899566
chr1	962652	962702
chr1	979552	979602
chr1	995163	995213
chr1	1020216	1020371
chr1	1041220	1041357
chr1	1041220	1041357
chr1	1041477	1041608
chr1	1043843	1043882
chr1	1043843	1043882
chr1	1046447	1046497
chr1	1047782	1047867
chr1	1051450	1051623
chr1	1051450	1051623
chr1	1055022	1055049
chr1	1158137	1158187
chr1	1195588	1195638
chr1	1228655	1228705
chr1	1242855	1242905
chr1	1263185	1263235
chr1	1283405	1283455
chr1	1329540	1329590
chr1	1335334	1335374
chr1	1336183	1336276
chr1	1342187	1342237
chr1	1349057	1349157
chr1	1349057	1349157
chr1	1386705	1386798
chr1	1412642	1412692
chr1	1459080	1459130
chr1	1489802	1489852
chr1	1541690	1541774
chr1	1542020	1542075
chr1	1561194	1561244
chr1	1603438	1603488
chr1	1655718	1655768
chr1	1668626	1668676
chr1	1709620	1709670
chr1	1752163	1752216
chr1	1761078	1761128
chr1	1800878	1800928
chr1	1918545	1918595
chr1	2007558	2007608
chr1	2042008	2042058
chr1	2094408	2094458
chr1	2124652	2124702
chr1	2167183	2167233
chr1	2184583	2184633
chr1	2206133	2206183
chr1	2224883	2224933
chr1	2228707	2228832
chr1	2240983	2241033
chr1	2304356	2304469
chr1	2304356	2304469
chr1	2307947	2307995
chr1	2309423	2309463
chr1	2309481	2309537
chr1	2310074	2310109
chr1	2326916	2326966
chr1	2362518	2362568
chr1	2445771	2445821
chr1	2494077	2494127
chr1	2614714	2614764
chr1	2993231	2993281
chr1	3109881	3109931
chr1	3215581	3215631
chr1	3318581	3318631
chr1	3389189	3389239
chr1	3428483	3428533
chr1	3457633	3457683
chr1	3479583	3479633
chr1	3545465	3545515
chr1	3613333	3613383
chr1	3625766	3625821
chr1	3653697	3653747
chr1	3728694	3728744
chr1	3780376	3780436
chr1	3780582	3780658
chr1	3823535	3823585
chr1	4820741	4820791
chr1	5934520	5934570
chr1	6016170	6016220
chr1	6062575	6062625
chr1	6104625	6104675
chr1	6196802	6196852
chr1	6268184	6268234
chr1	6336328	6336378
chr1	6424856	6425003
chr1	6425003	6425177
chr1	6425003	6425177
chr1	6425181	6425248
chr1	6448993	6449094
chr1	6448993	6449094
chr1	6486347	6486397
chr1	6531151	6531201
chr1	6599073	6599195
chr1	6599195	6599289
chr1	6599195	6599289
chr1	6599290	6599336
chr1	6601925	6602006
chr1	6601925	6602006
chr1	6602032	6602073
chr1	6602073	6602125
chr1	6602073	6602125
chr1	6602125	6602239
chr1	6602260	6602339
chr1	6602260	6602339
chr1	6602339	6602381
chr1	6602562	6602629
chr1	6602562	6602629
chr1	6602645	6602724
chr1	6602738	6602817
chr1	6602738	6602817
chr1	6609706	6609756
chr1	6622354	6622391
chr1	6651033	6651083
chr1	6683094	6683144
chr1	6727277	6727327
chr1	6891733	6891783
chr1	6972933	6972983
chr1	7161283	7161333
chr1	7400933	7400983
chr1	7549383	7549433
chr1	7737683	7737733
chr1	7840628	7840678
chr1	7903179	7903229
chr1	8044850	8044900
chr1	8095247	8095297
chr1	8414056	8414106
chr1	8440806	8440856
chr1	8479856	8479906
chr1	8522256	8522306
chr1	8597806	8597856
chr1	8650306	8650356
chr1	8682956	8683006
chr1	8749156	8749206
chr1	8805006	8805056
chr1	8853806	8853856
chr1	8863275	8863302
chr1	8865336	8865367
chr1	8865336	8865367
chr1	8865367	8865382
